"year","unitid","inst_name","state_name","number_applied","number_admitted","number_enrolled_total","reqt_hs_rank","reqt_test_scores","reqt_hs_gpa","reqt_college_prep","reqt_recommendations","sat_crit_read_25_pctl","sat_crit_read_75_pctl","sat_math_25_pctl","sat_math_75_pctl","act_composite_25_pctl","act_composite_75_pctl","act_english_25_pctl","act_english_75_pctl","act_math_25_pctl","act_math_75_pctl","institution_level","completion_rate_150pct"
"2015","148131","Quincy University","Illinois","1553","984","278","Recommended","Required","Required","Recommended","Recommended","480","590","430","520","19","24","18","24","17","24","Four or more years","0.511"
"2015","148177","The Illinois Institute of Art-Chicago","Illinois","","","","","","","","","","","","","","","","","","","Four or more years","0.331"
"2015","148335","Robert Morris University Illinois","Illinois","2967","726","630","Recommended","Recommended","Required","Recommended","Neither required nor recommended","","","","","","","","","","","Four or more years","0.413"
"2015","148405","Rockford University","Illinois","2250","1211","168","Required","Required","Required","Required","Neither required nor recommended","400","560","430","520","19","24","20","24","17","24","Four or more years","0.493"
"2015","148487","Roosevelt University","Illinois","3308","2391","361","Recommended","Required","Required","Required","Neither required nor recommended","470","635","470","610","19","25","19","26","18","25","Four or more years","0.403"
"2015","148496","Dominican University","Illinois","4161","2612","484","Required","Required","Required","Required","Neither required nor recommended","440","580","420","550","19","24","18","24","18","24","Four or more years","0.618"
"2015","148511","Rush University","Illinois","","","","","","","","","","","","","","","","","","","Four or more years",""
"2015","148575","Saint Francis Medical Center College of Nursing","Illinois","","","","","","","","","","","","","","","","","","","Four or more years",""
"2015","148584","University of St Francis","Illinois","1423","719","181","Required","Required","Required","Required","Recommended","470","530","470","630","21","25","20","25","20","26","Four or more years","0.629"
"2015","148593","St. John's College-Department of Nursing","Illinois","","","","","","","","","","","","","","","","","","","Four or more years",""
"2015","148627","Saint Xavier University","Illinois","7883","5886","622","Neither required nor recommended","Required","Required","Neither required nor recommended","Recommended","460","520","490","530","19","23","19","24","17","24","Four or more years","0.51"
"2015","148654","University of Illinois at Springfield","Illinois","1524","962","268","Recommended","Required","Required","Required","Recommended","430","530","510","600","20","26","20","26","18","25","Four or more years","0.498"
"2015","148724","Bexley Hall Seabury Western Theological Seminary Federation","Illinois","","","","","","","","","","","","","","","","","","","Four or more years",""
"2015","148849","Shimer College","Illinois","49","30","20","Neither required nor recommended","Recommended","Recommended","Recommended","Required","","","","","","","","","","","Four or more years","0.684"
"2015","148876","Saint Augustine College","Illinois","","","","","","","","","","","","","","","","","","","Four or more years","0.389"
"2015","148885","University of Saint Mary of the Lake","Illinois","","","","","","","","","","","","","","","","","","","Four or more years",""
"2015","148982","Spertus College","Illinois","","","","","","","","","","","","","","","","","","","Four or more years",""
"2015","149028","Saint Anthony College of Nursing","Illinois","","","","","","","","","","","","","","","","","","","Four or more years",""
"2015","149222","Southern Illinois University-Carbondale","Illinois","10667","8602","2177","Recommended","Required","Required","Required","Neither required nor recommended","460","610","470","600","19","25","18","25","17","25","Four or more years","0.44"
"2015","149231","Southern Illinois University-Edwardsville","Illinois","7786","6869","2096","Recommended","Required","Required","Recommended","Neither required nor recommended","430","558","470","615","20","26","20","26","18","26","Four or more years","0.479"
"2015","149240","Southern Illinois University-System Office","Illinois","","","","","","","","","","","","","","","","","","","Four or more years",""
"2015","149329","Telshe Yeshiva-Chicago","Illinois","21","21","21","Neither required nor recommended","Neither required nor recommended","Neither required nor recommended","Required","Required","","","","","","","","","","","Four or more years","0.353"
"2015","149505","Trinity Christian College","Illinois","861","755","191","Recommended","Required","Required","Required","Required","430","595","448","558","21","27","21","28","19","27","Four or more years","0.577"
"2015","149514","Trinity International University-Illinois","Illinois","561","372","145","Recommended","Required","Required","Required","Required","460","590","420","560","19","26","18","25","18","25","Four or more years","0.582"
"2015","149587","University of Illinois University Administration","Illinois","","","","","","","","","","","","","","","","","","","Four or more years",""
"2015","149639","VanderCook College of Music","Illinois","47","45","21","Neither required nor recommended","Required","Required","Neither required nor recommended","Required","368","472","478","612","22","28","23","30","19","27","Four or more years","0.588"
"2015","149763","Resurrection University","Illinois","","","","","","","","","","","","","","","","","","","Four or more years",""
"2015","149772","Western Illinois University","Illinois","10877","6534","1535","Recommended","Required","Required","Recommended","Neither required nor recommended","","","","","18","23","18","23","17","24","Four or more years","0.531"
"2015","149781","Wheaton College","Illinois","1971","1390","605","Recommended","Required","Required","Required","Required","600","710","600","700","27","32","27","34","26","31","Four or more years","0.905"
"2015","178226","Westwood College-O'Hare Airport","Illinois","","","","","","","","","","","","","","","","","","","Four or more years",""
"2015","260947","Christian Life College","Illinois","","","","","","","","","","","","","","","","","","","Four or more years","0.333"
"2015","260956","Knowledge Systems Institute","Illinois","","","","","","","","","","","","","","","","","","","Four or more years",""
"2015","260974","ITT Technical Institute-Arlington Heights","Illinois","69","63","32","Neither required nor recommended","Neither required nor recommended","Neither required nor recommended","Neither required nor recommended","Neither required nor recommended","","","","","","","","","","","Four or more years",""
"2015","406194","Westwood College-Dupage","Illinois","","","","","","","","","","","","","","","","","","","Four or more years",""
